record_id,date,site_id,cell_id,region,technology,availability_percent,latency_ms,throughput_mbps,call_drop_rate,handover_success_rate,traffic_volume_gb,active_users
KPI-003328,2024-07-30,SITE-0409,CELL-00478,South,5G,98.08,3.82,654.43,1.13,98.1,713.05,3714
KPI-001439,2024-07-30,SITE-0423,CELL-01811,South,4G,96.65,23.2,68.64,0.5,96.19,332.31,2533
KPI-004417,2024-07-30,SITE-0143,CELL-01481,West,3G,93.4,191.51,3.01,0.58,99.1,82.84,4053
KPI-003546,2024-07-30,SITE-0316,CELL-00121,East,5G,99.46,6.05,688.46,1.64,95.84,572.94,8630
KPI-001249,2024-07-30,SITE-0016,CELL-01984,West,5G,98.63,4.82,375.37,2.88,95.4,605.36,3626
KPI-000834,2024-07-30,SITE-0411,CELL-01635,Central,5G,98.56,3.45,815.76,2.19,99.13,700.23,3257
KPI-001775,2024-07-30,SITE-0487,CELL-00857,West,3G,95.0,163.55,14.98,1.91,98.0,902.39,9765
KPI-003550,2024-07-30,SITE-0420,CELL-00981,South,4G,97.35,31.2,97.11,0.17,97.04,590.9,912
KPI-002171,2024-07-30,SITE-0390,CELL-01725,North,4G,98.6,31.26,42.87,1.97,96.66,185.57,482
KPI-000328,2024-07-30,SITE-0356,CELL-00225,East,5G,97.15,6.14,765.5,0.88,96.01,341.47,9823
KPI-003323,2024-07-30,SITE-0352,CELL-00258,North,5G,98.34,2.07,146.47,2.63,96.79,802.57,5239
KPI-003777,2024-07-30,SITE-0321,CELL-00475,South,4G,96.74,28.43,80.99,2.13,99.63,933.86,8168
KPI-003291,2024-07-30,SITE-0067,CELL-01794,West,3G,90.79,165.91,19.64,1.28,98.25,597.67,951
KPI-001598,2024-07-30,SITE-0037,CELL-01909,West,5G,99.53,2.43,595.78,0.29,96.57,66.2,9582
KPI-004003,2024-07-30,SITE-0034,CELL-00826,West,3G,91.75,176.48,12.66,2.33,95.96,177.36,2511
KPI-002080,2024-07-31,SITE-0008,CELL-01234,North,3G,93.78,123.8,10.15,2.29,95.18,798.04,5358
KPI-004580,2024-07-31,SITE-0211,CELL-01342,Central,4G,98.12,41.85,63.6,0.06,99.63,665.24,4465
KPI-003634,2024-07-31,SITE-0147,CELL-01084,Central,3G,93.23,142.61,11.47,1.32,98.15,684.24,6079
KPI-003034,2024-07-31,SITE-0044,CELL-01265,West,3G,90.89,120.93,10.04,0.6,99.78,962.0,1930
KPI-001937,2024-07-31,SITE-0269,CELL-01460,North,5G,98.55,6.81,985.12,1.7,96.76,461.77,1715
KPI-003337,2024-07-31,SITE-0498,CELL-00496,East,5G,97.13,6.51,611.56,0.32,98.53,745.77,3100
KPI-001653,2024-07-31,SITE-0173,CELL-00635,East,5G,99.44,7.98,515.11,0.46,95.59,937.22,9391
KPI-002306,2024-07-31,SITE-0482,CELL-01030,North,5G,97.09,4.21,372.72,2.83,98.57,875.16,3449
KPI-002529,2024-07-31,SITE-0356,CELL-01465,Central,4G,97.3,44.73,98.21,0.62,98.96,935.42,3711
KPI-001494,2024-07-31,SITE-0458,CELL-01666,North,3G,90.68,157.64,5.56,1.2,99.78,710.37,3905
KPI-002154,2024-08-01,SITE-0499,CELL-01974,West,3G,93.64,122.79,12.21,1.85,98.92,978.4,6077
KPI-000170,2024-08-01,SITE-0085,CELL-01692,North,4G,97.49,47.23,72.32,1.5,96.37,281.18,3874
KPI-001428,2024-08-01,SITE-0426,CELL-00724,Central,4G,96.92,30.03,135.11,1.56,99.01,853.89,7293
KPI-001753,2024-08-01,SITE-0430,CELL-00419,West,5G,97.47,5.08,201.2,1.54,98.11,874.52,6479
KPI-001799,2024-08-01,SITE-0284,CELL-00613,Central,4G,98.73,38.54,72.36,2.71,98.04,27.89,5565
KPI-003566,2024-08-01,SITE-0253,CELL-00272,East,3G,91.43,105.31,17.01,0.77,98.54,406.16,6594
KPI-003643,2024-08-02,SITE-0483,CELL-00226,East,4G,99.1,37.74,24.85,2.28,97.21,848.01,6829
KPI-000878,2024-08-02,SITE-0419,CELL-01584,West,3G,95.93,189.88,6.94,0.97,95.87,432.28,7580
KPI-001236,2024-08-02,SITE-0166,CELL-00113,South,3G,91.18,111.45,10.76,2.67,99.14,837.22,6422
KPI-004303,2024-08-02,SITE-0411,CELL-00953,Central,5G,97.93,4.33,571.15,0.88,99.66,802.89,4767
KPI-004270,2024-08-02,SITE-0026,CELL-01380,East,3G,91.08,183.2,2.12,0.68,96.43,315.48,3278
KPI-000363,2024-08-02,SITE-0119,CELL-01933,Central,5G,97.28,5.02,105.72,1.82,97.88,947.74,2070
KPI-000274,2024-08-02,SITE-0219,CELL-00315,South,4G,97.79,26.16,58.83,1.59,95.62,598.63,605
KPI-002254,2024-08-02,SITE-0292,CELL-01160,West,3G,95.01,142.79,7.89,1.12,96.68,388.25,4778
KPI-000330,2024-08-02,SITE-0275,CELL-01343,East,5G,98.05,5.47,181.75,0.6,97.02,551.22,8219
KPI-000594,2024-08-02,SITE-0144,CELL-00791,Central,4G,97.66,25.27,53.95,2.11,96.33,851.85,2844
KPI-000836,2024-08-02,SITE-0248,CELL-01692,East,3G,91.9,184.4,6.34,0.88,97.62,670.11,7882
KPI-001759,2024-08-02,SITE-0333,CELL-00098,Central,4G,97.08,30.26,64.52,2.77,99.35,792.79,812
KPI-002587,2024-08-02,SITE-0341,CELL-00519,Central,4G,99.23,29.01,124.51,2.76,99.61,246.84,7917
KPI-001714,2024-08-02,SITE-0190,CELL-00945,South,3G,91.07,107.29,1.34,2.21,99.59,477.38,899
KPI-002192,2024-08-02,SITE-0087,CELL-01424,West,4G,96.68,23.78,56.21,0.52,97.28,520.58,4011
KPI-003983,2024-08-02,SITE-0241,CELL-00699,West,3G,91.9,98.83,19.1,0.01,98.41,919.4,2177
KPI-001829,2024-08-02,SITE-0487,CELL-01754,East,5G,97.76,3.12,133.42,1.18,99.2,91.77,2646
KPI-002525,2024-08-02,SITE-0013,CELL-01084,South,4G,96.63,47.82,40.44,2.98,98.72,667.99,6552
KPI-003954,2024-08-02,SITE-0119,CELL-00075,South,3G,96.3,183.78,5.44,2.4,99.5,238.78,2583
KPI-004673,2024-08-02,SITE-0238,CELL-00657,Central,3G,93.8,163.35,3.63,1.95,95.96,296.14,7761
KPI-003447,2024-08-02,SITE-0206,CELL-01248,South,3G,94.41,194.71,19.82,0.1,96.49,699.17,9494
KPI-002392,2024-08-03,SITE-0380,CELL-00137,Central,4G,96.22,24.87,94.25,2.7,95.34,851.48,6950
KPI-000877,2024-08-03,SITE-0499,CELL-00381,North,3G,95.04,143.08,5.31,2.91,97.87,134.54,2334
KPI-000538,2024-08-03,SITE-0145,CELL-01382,South,3G,94.35,196.4,2.92,2.84,97.42,521.5,4865
KPI-003837,2024-08-03,SITE-0179,CELL-00382,North,3G,92.63,155.84,18.56,1.55,99.58,379.09,1889
KPI-001849,2024-08-03,SITE-0449,CELL-01165,South,5G,97.41,4.49,338.06,2.14,99.05,926.68,9811
KPI-000034,2024-08-03,SITE-0013,CELL-01479,North,4G,99.02,23.2,40.26,2.02,95.23,128.09,7754
KPI-002935,2024-08-03,SITE-0430,CELL-01039,West,3G,92.63,198.7,6.03,1.55,97.39,886.44,2101
KPI-000288,2024-08-03,SITE-0479,CELL-01389,East,5G,97.24,1.71,982.16,0.39,95.69,590.25,6967
KPI-001157,2024-08-03,SITE-0046,CELL-00392,North,5G,97.64,6.28,612.63,2.92,95.11,326.9,5358
KPI-003476,2024-08-03,SITE-0120,CELL-00006,Central,3G,96.9,110.45,14.61,2.5,97.16,999.56,3111
KPI-002374,2024-08-03,SITE-0138,CELL-00598,West,5G,99.52,6.7,279.05,1.55,98.88,184.21,9121
KPI-001179,2024-08-03,SITE-0272,CELL-00270,South,5G,97.76,4.87,604.4,0.23,98.2,36.55,5139
KPI-004895,2024-08-03,SITE-0006,CELL-00007,North,3G,91.69,184.06,19.93,1.99,97.02,610.61,1984
KPI-004914,2024-08-03,SITE-0052,CELL-00092,Central,3G,93.93,81.54,10.73,1.45,96.63,47.99,6028
KPI-002861,2024-08-03,SITE-0044,CELL-00242,North,5G,99.3,5.02,207.02,1.12,95.92,821.45,9995
KPI-000150,2024-08-04,SITE-0404,CELL-00709,West,4G,96.67,47.54,103.92,0.0,95.57,625.9,5706
KPI-003392,2024-08-04,SITE-0488,CELL-00299,North,3G,93.7,117.75,1.23,0.67,95.91,854.49,6681
KPI-003690,2024-08-04,SITE-0495,CELL-01807,Central,5G,99.18,8.5,724.52,0.03,95.24,974.81,1195
KPI-000646,2024-08-04,SITE-0216,CELL-00902,North,4G,95.36,40.59,24.09,1.05,97.56,386.6,3679
KPI-001734,2024-08-04,SITE-0180,CELL-01441,North,4G,95.68,44.32,99.49,2.56,98.68,730.16,3060
KPI-001282,2024-08-04,SITE-0415,CELL-01577,West,4G,95.3,24.47,101.73,0.84,96.19,49.5,5963
KPI-000760,2024-08-04,SITE-0050,CELL-00095,East,4G,97.02,20.35,88.57,0.15,99.58,249.99,2278
KPI-001595,2024-08-04,SITE-0156,CELL-01115,North,5G,99.52,3.72,739.38,1.3,96.07,805.58,4717
KPI-004358,2024-08-04,SITE-0446,CELL-00351,Central,3G,92.95,92.04,14.46,0.19,99.73,976.52,8416
KPI-002173,2024-08-04,SITE-0497,CELL-01021,East,5G,99.28,5.05,259.66,2.8,95.68,275.85,2444
KPI-003716,2024-08-04,SITE-0004,CELL-01789,West,4G,96.66,39.34,48.58,1.76,95.64,183.53,4215
KPI-002468,2024-08-04,SITE-0464,CELL-01379,North,4G,98.24,22.15,71.66,0.12,99.4,70.13,6739
KPI-000239,2024-08-04,SITE-0015,CELL-01965,South,3G,90.75,135.06,3.79,2.2,96.96,310.0,672
KPI-000768,2024-08-04,SITE-0173,CELL-00771,Central,4G,95.24,36.5,99.84,2.11,99.05,639.18,5266
KPI-004566,2024-08-05,SITE-0039,CELL-00470,West,4G,95.88,24.29,25.31,2.84,95.11,413.89,9506
KPI-001062,2024-08-05,SITE-0444,CELL-00563,South,3G,92.33,148.45,6.12,2.73,95.03,152.59,7377
KPI-000597,2024-08-05,SITE-0169,CELL-01763,East,4G,97.25,43.63,47.11,0.06,97.54,468.57,4164
KPI-004764,2024-08-05,SITE-0389,CELL-00295,East,3G,92.63,100.09,11.59,0.79,97.84,361.82,8566
KPI-001819,2024-08-05,SITE-0079,CELL-01204,East,4G,99.03,32.13,33.48,1.39,95.93,242.85,7798
KPI-003644,2024-08-05,SITE-0132,CELL-01933,East,4G,96.02,46.99,95.51,1.65,96.81,292.97,5211
KPI-000351,2024-08-05,SITE-0075,CELL-01873,West,3G,96.65,82.41,11.73,1.03,95.34,175.45,8990
KPI-000090,2024-08-05,SITE-0385,CELL-00980,South,3G,94.45,126.01,18.56,2.97,95.03,650.0,8628
KPI-004654,2024-08-05,SITE-0401,CELL-01223,Central,3G,90.61,114.6,5.53,1.88,96.37,726.43,5390
KPI-002106,2024-08-05,SITE-0415,CELL-00418,Central,4G,99.31,34.65,77.7,0.9,95.88,309.83,644
KPI-000097,2024-08-05,SITE-0386,CELL-01248,Central,4G,98.09,26.82,72.86,2.49,98.46,580.32,9917
KPI-003410,2024-08-05,SITE-0025,CELL-01058,Central,3G,93.15,183.88,7.54,1.65,98.75,223.34,1767
KPI-002355,2024-08-05,SITE-0088,CELL-00911,North,3G,97.83,163.02,8.75,0.7,95.52,555.85,3406
KPI-002959,2024-08-05,SITE-0089,CELL-00474,North,5G,99.63,7.1,443.72,2.21,97.39,44.29,5987
KPI-001948,2024-08-05,SITE-0085,CELL-00368,South,4G,95.71,42.3,58.29,2.66,95.58,916.38,7044
KPI-001719,2024-08-05,SITE-0324,CELL-01563,North,3G,93.5,188.69,8.77,2.56,99.75,330.26,3173
KPI-002984,2024-08-05,SITE-0332,CELL-01075,South,4G,97.11,31.12,82.2,1.43,98.91,606.55,5934
KPI-003635,2024-08-05,SITE-0241,CELL-01285,West,4G,95.69,43.57,142.96,1.59,96.14,335.24,3647
KPI-004555,2024-08-06,SITE-0276,CELL-00837,East,5G,99.61,4.16,114.0,2.38,96.29,689.05,1685
KPI-001663,2024-08-06,SITE-0069,CELL-01589,Central,3G,91.91,128.6,12.46,1.85,99.85,338.24,2596
KPI-000771,2024-08-06,SITE-0046,CELL-00883,Central,4G,97.81,38.83,134.03,0.34,98.91,721.86,9248
KPI-003123,2024-08-06,SITE-0257,CELL-01149,South,4G,98.51,38.45,76.48,2.97,97.76,441.7,1792
KPI-002799,2024-08-06,SITE-0053,CELL-01509,South,5G,98.69,9.48,785.41,2.33,98.74,507.78,8724
KPI-003864,2024-08-06,SITE-0365,CELL-01957,East,3G,97.75,130.46,4.07,1.31,96.07,711.78,5535
KPI-004351,2024-08-06,SITE-0059,CELL-00602,East,4G,96.89,49.43,51.05,1.41,97.79,570.41,3733
KPI-004859,2024-08-06,SITE-0124,CELL-00579,South,3G,97.67,90.98,11.67,1.89,95.07,764.36,9361
KPI-000390,2024-08-06,SITE-0251,CELL-01055,West,4G,96.6,42.62,88.06,1.41,95.12,111.29,8080
KPI-003553,2024-08-06,SITE-0008,CELL-01525,South,5G,98.01,8.61,787.45,2.24,97.8,59.8,4817
KPI-001488,2024-08-06,SITE-0031,CELL-00143,North,3G,91.1,122.17,18.38,2.11,98.73,905.9,5581
KPI-004252,2024-08-06,SITE-0045,CELL-01299,Central,4G,98.55,48.63,75.78,1.84,99.15,482.48,726
KPI-000075,2024-08-06,SITE-0290,CELL-00446,North,5G,98.99,2.69,339.32,0.7,99.67,967.22,468
KPI-000211,2024-08-07,SITE-0083,CELL-00231,North,4G,99.24,32.26,82.95,2.19,97.59,410.12,9252
KPI-004098,2024-08-07,SITE-0390,CELL-00507,South,3G,93.47,87.3,7.09,0.46,98.7,270.91,6661
KPI-001455,2024-08-07,SITE-0230,CELL-00026,Central,4G,95.44,24.61,130.33,1.24,97.35,388.5,1608
KPI-004563,2024-08-07,SITE-0025,CELL-01757,North,3G,95.15,150.85,6.42,2.86,98.68,124.81,9775
KPI-003117,2024-08-07,SITE-0352,CELL-00777,North,3G,97.1,194.04,2.09,2.36,95.94,87.58,9969
KPI-001689,2024-08-07,SITE-0357,CELL-01560,North,3G,96.84,158.99,1.68,1.68,98.76,789.18,1794
KPI-001022,2024-08-07,SITE-0052,CELL-01356,Central,4G,96.7,21.04,123.88,1.59,98.23,189.28,2745
KPI-004971,2024-08-07,SITE-0470,CELL-00553,Central,3G,97.36,118.68,19.7,1.05,98.1,82.06,429
KPI-000313,2024-08-07,SITE-0117,CELL-00377,South,5G,97.79,5.42,686.8,1.96,99.33,85.44,1059
KPI-004259,2024-08-07,SITE-0170,CELL-01531,Central,5G,99.3,7.25,620.8,0.87,95.54,338.77,2842
KPI-002396,2024-08-07,SITE-0360,CELL-01256,East,5G,98.36,7.49,137.14,0.05,96.99,823.08,1351
KPI-002042,2024-08-07,SITE-0168,CELL-00578,West,4G,96.87,44.7,48.15,1.01,98.17,224.25,4988
KPI-004736,2024-08-08,SITE-0415,CELL-00950,East,5G,97.82,6.35,896.84,0.83,95.78,456.53,5587
KPI-001057,2024-08-08,SITE-0087,CELL-00120,North,3G,96.13,193.46,3.35,2.49,97.85,707.21,3464
KPI-000592,2024-08-08,SITE-0093,CELL-01943,Central,3G,92.52,152.25,9.88,1.85,96.34,129.56,4047
KPI-002627,2024-08-08,SITE-0089,CELL-01351,South,5G,98.64,4.82,995.37,0.98,95.82,714.43,1557
KPI-004587,2024-08-08,SITE-0449,CELL-01142,East,4G,95.92,38.71,137.98,2.07,95.71,714.01,3240
KPI-003647,2024-08-08,SITE-0334,CELL-01329,East,5G,98.35,8.71,869.37,2.99,96.12,778.33,1591
KPI-004044,2024-08-08,SITE-0290,CELL-00853,West,5G,98.83,9.81,231.48,0.93,95.12,335.5,9634
KPI-000885,2024-08-08,SITE-0326,CELL-00736,West,4G,97.23,42.23,125.81,2.84,99.25,535.18,3866
KPI-000905,2024-08-08,SITE-0430,CELL-01617,West,3G,93.14,192.55,8.99,2.38,99.23,607.5,5398
KPI-002975,2024-08-08,SITE-0117,CELL-01263,North,5G,99.79,7.7,174.78,1.63,97.61,664.77,5863
KPI-002452,2024-08-08,SITE-0324,CELL-00925,East,5G,99.22,8.7,876.38,0.04,97.24,883.35,2810
KPI-001608,2024-08-09,SITE-0142,CELL-01638,East,3G,94.44,126.34,5.17,1.06,99.14,580.37,8678
KPI-000152,2024-08-09,SITE-0378,CELL-01209,West,5G,99.29,2.23,776.79,0.47,96.15,208.17,7216
KPI-003764,2024-08-09,SITE-0168,CELL-01093,West,5G,98.0,8.23,486.85,1.98,97.79,618.04,7910
KPI-003892,2024-08-09,SITE-0475,CELL-01416,West,3G,92.63,118.36,3.36,1.72,96.12,652.72,7828
KPI-001423,2024-08-09,SITE-0046,CELL-00757,North,3G,96.17,95.19,17.97,2.53,98.89,580.8,6300
KPI-003035,2024-08-09,SITE-0263,CELL-01966,East,5G,97.46,6.89,761.42,1.72,96.56,512.86,8770
KPI-000960,2024-08-09,SITE-0388,CELL-01205,Central,5G,99.51,4.7,742.17,2.7,98.55,463.09,7977
KPI-004311,2024-08-09,SITE-0386,CELL-00524,West,5G,97.85,2.75,953.27,2.93,96.81,835.32,2987
KPI-001303,2024-08-09,SITE-0419,CELL-00793,East,5G,97.84,7.32,128.0,2.42,98.11,79.92,2160
KPI-004158,2024-08-09,SITE-0125,CELL-01328,South,3G,94.89,123.61,16.59,0.13,97.77,852.4,3495
KPI-002816,2024-08-09,SITE-0481,CELL-01486,East,3G,92.32,113.13,6.88,1.0,98.0,400.67,8888
KPI-002562,2024-08-09,SITE-0317,CELL-00903,North,4G,96.53,40.61,124.18,2.9,98.82,671.32,7410
KPI-004343,2024-08-09,SITE-0267,CELL-00167,West,3G,97.76,121.92,12.31,0.25,98.32,880.17,4933
KPI-001907,2024-08-10,SITE-0330,CELL-00491,South,3G,94.46,144.3,18.81,0.5,98.92,239.74,1879
KPI-002310,2024-08-10,SITE-0122,CELL-01801,East,4G,98.06,44.13,79.56,0.33,95.17,125.79,1661
KPI-001860,2024-08-10,SITE-0497,CELL-01709,North,4G,95.67,43.56,147.37,0.73,98.7,317.65,9732
KPI-001036,2024-08-10,SITE-0139,CELL-01616,West,4G,96.02,46.92,66.34,2.76,97.95,119.52,8233
KPI-001070,2024-08-10,SITE-0162,CELL-00483,North,4G,95.78,43.91,85.38,1.92,97.37,438.06,1769
KPI-002921,2024-08-10,SITE-0201,CELL-01594,Central,4G,95.27,38.13,105.66,1.03,98.18,892.45,5165
KPI-002564,2024-08-10,SITE-0160,CELL-01515,North,4G,99.21,47.51,87.43,1.97,96.27,130.85,180
KPI-004105,2024-08-10,SITE-0202,CELL-00968,Central,3G,97.98,140.61,1.44,1.51,99.8,362.28,4793
KPI-002767,2024-08-10,SITE-0219,CELL-00535,North,5G,98.25,5.26,359.21,2.87,99.17,429.51,9895
KPI-002951,2024-08-11,SITE-0241,CELL-01665,North,3G,93.9,95.48,9.72,1.77,96.08,586.98,5011
KPI-003409,2024-08-11,SITE-0217,CELL-01554,Central,5G,97.74,8.35,625.22,0.89,99.02,443.63,7863
KPI-002460,2024-08-11,SITE-0260,CELL-01133,Central,5G,97.34,4.34,875.58,0.4,99.19,626.15,8943
KPI-003076,2024-08-11,SITE-0384,CELL-01159,East,4G,98.22,35.18,137.03,2.14,99.14,15.62,6877
KPI-002758,2024-08-11,SITE-0040,CELL-01586,East,3G,91.24,136.69,13.28,1.12,99.04,813.26,8887
KPI-000224,2024-08-11,SITE-0014,CELL-00423,North,4G,96.25,21.44,59.13,0.66,97.45,322.32,7421
KPI-001507,2024-08-11,SITE-0051,CELL-01967,West,4G,95.25,43.85,71.4,0.44,95.57,167.17,684
KPI-000389,2024-08-11,SITE-0472,CELL-01364,South,3G,92.98,160.48,12.17,1.37,95.58,954.19,5175
KPI-001369,2024-08-11,SITE-0246,CELL-00576,Central,3G,97.92,165.57,17.59,1.9,97.62,216.87,3091
KPI-002858,2024-08-11,SITE-0364,CELL-00526,South,5G,97.66,1.23,397.19,0.08,98.95,626.5,1797
KPI-002923,2024-08-11,SITE-0120,CELL-00382,North,5G,97.79,7.83,893.34,0.97,99.18,518.32,4494
KPI-002223,2024-08-11,SITE-0151,CELL-01781,South,3G,94.49,138.34,15.11,2.98,97.39,135.25,1424
KPI-000792,2024-08-12,SITE-0125,CELL-01487,North,5G,99.69,1.89,747.47,1.5,99.47,339.16,4194
KPI-004271,2024-08-12,SITE-0457,CELL-00069,East,3G,92.76,161.39,9.99,1.48,99.83,145.61,4065
KPI-003335,2024-08-12,SITE-0124,CELL-00760,East,4G,95.96,44.25,99.35,0.21,95.33,524.49,6276
KPI-004204,2024-08-12,SITE-0372,CELL-01922,South,5G,98.91,2.94,813.47,1.78,97.91,473.78,7916
KPI-003467,2024-08-12,SITE-0335,CELL-01728,East,4G,95.2,40.04,43.43,1.37,95.85,911.41,4454
KPI-001933,2024-08-12,SITE-0421,CELL-01306,Central,5G,97.25,5.35,501.35,2.96,98.14,802.76,3227
KPI-003874,2024-08-12,SITE-0487,CELL-00783,South,5G,97.78,6.89,864.89,0.26,99.58,860.57,4926
KPI-000945,2024-08-12,SITE-0383,CELL-00833,Central,3G,97.07,87.21,13.35,1.73,96.96,155.74,7400
KPI-001993,2024-08-12,SITE-0410,CELL-01650,Central,5G,97.87,4.27,328.02,1.0,96.83,52.92,9155
KPI-002424,2024-08-12,SITE-0077,CELL-01495,North,5G,99.04,2.2,855.47,2.0,95.48,315.34,9533
KPI-001935,2024-08-12,SITE-0460,CELL-01356,West,4G,99.07,30.2,22.73,0.48,95.43,499.46,3767
KPI-003288,2024-08-12,SITE-0294,CELL-01131,West,4G,95.8,44.83,62.55,2.15,99.83,448.97,2443
KPI-000698,2024-08-13,SITE-0154,CELL-00287,North,5G,99.32,3.54,469.17,0.98,95.21,613.79,8932
KPI-000325,2024-08-13,SITE-0281,CELL-01431,North,3G,97.98,149.8,4.56,2.55,99.47,622.17,6187
KPI-003968,2024-08-13,SITE-0131,CELL-01442,East,5G,98.56,2.69,778.05,0.78,95.82,742.71,1952
KPI-002824,2024-08-13,SITE-0066,CELL-00991,West,4G,96.27,43.14,22.94,2.64,99.74,973.46,2674
KPI-002443,2024-08-13,SITE-0004,CELL-01363,South,4G,96.99,27.45,34.69,0.04,99.76,805.56,5108
KPI-004154,2024-08-13,SITE-0122,CELL-00045,South,5G,97.45,5.53,964.39,0.3,97.07,722.24,2989
KPI-003422,2024-08-13,SITE-0498,CELL-00016,South,5G,99.87,3.72,446.05,1.85,95.09,643.17,1080
KPI-000730,2024-08-13,SITE-0127,CELL-00124,West,3G,95.34,128.29,8.81,0.45,96.76,911.33,7405
KPI-003362,2024-08-13,SITE-0144,CELL-00424,East,5G,99.52,2.69,459.41,2.61,97.5,945.56,1802
KPI-002411,2024-08-13,SITE-0213,CELL-00411,East,3G,94.07,119.65,15.99,1.43,99.69,45.03,6760
KPI-002692,2024-08-13,SITE-0497,CELL-00328,North,3G,96.63,170.85,19.18,2.88,97.22,348.91,6262
KPI-000710,2024-08-13,SITE-0194,CELL-01836,East,3G,92.61,139.26,13.83,2.6,95.15,206.47,8453
KPI-001709,2024-08-14,SITE-0116,CELL-00712,East,3G,94.24,138.52,19.33,1.34,99.49,667.74,1263
KPI-000794,2024-08-14,SITE-0174,CELL-00530,North,3G,97.63,80.7,18.51,1.58,99.77,44.78,1169
KPI-000887,2024-08-14,SITE-0481,CELL-01559,West,4G,95.89,26.55,147.47,1.47,99.86,406.95,1159
KPI-004816,2024-08-14,SITE-0360,CELL-01015,North,4G,96.86,40.16,42.47,0.7,99.08,307.72,6340
KPI-003347,2024-08-14,SITE-0002,CELL-00162,South,5G,98.01,2.93,355.86,2.6,97.25,168.17,4668
KPI-004982,2024-08-14,SITE-0352,CELL-01904,Central,3G,92.27,93.76,8.65,1.01,95.07,258.59,2675
KPI-000338,2024-08-14,SITE-0127,CELL-00968,East,3G,96.86,171.19,7.25,2.62,97.94,736.13,570
KPI-002134,2024-08-14,SITE-0134,CELL-00457,East,5G,98.99,3.26,487.83,2.22,96.41,25.14,3215
KPI-001568,2024-08-14,SITE-0092,CELL-00646,West,4G,95.94,47.73,23.39,0.91,99.24,835.25,2493
KPI-003870,2024-08-14,SITE-0171,CELL-01057,East,5G,97.26,4.96,709.93,1.95,99.23,745.15,5985
KPI-004855,2024-08-14,SITE-0207,CELL-00110,West,4G,96.21,35.92,130.04,0.41,98.33,438.17,370
KPI-004338,2024-08-14,SITE-0065,CELL-00136,South,4G,98.43,47.27,119.23,1.58,99.84,832.05,8535
KPI-003713,2024-08-14,SITE-0336,CELL-00787,West,3G,96.88,129.41,7.63,2.21,99.31,611.29,5026
KPI-000665,2024-08-14,SITE-0438,CELL-01328,West,3G,91.92,178.93,19.39,2.23,96.64,748.71,2901
KPI-002572,2024-08-14,SITE-0437,CELL-00214,North,4G,96.05,39.5,106.6,2.76,96.2,755.05,6783
KPI-003092,2024-08-14,SITE-0116,CELL-01227,East,3G,97.65,182.76,2.08,2.81,99.45,154.23,5471
KPI-001465,2024-08-14,SITE-0302,CELL-01560,North,5G,99.75,9.35,140.61,0.13,96.98,725.06,4444
KPI-000927,2024-08-15,SITE-0476,CELL-00479,South,4G,96.79,43.01,81.39,1.47,95.82,123.31,3391
KPI-000717,2024-08-15,SITE-0122,CELL-01699,East,5G,99.27,9.9,545.9,2.3,96.64,600.48,119
KPI-000788,2024-08-15,SITE-0427,CELL-00156,East,3G,96.88,179.94,9.18,2.13,96.96,813.79,2896
KPI-003414,2024-08-15,SITE-0471,CELL-01438,West,4G,95.65,43.72,142.19,0.64,98.68,435.04,5952
KPI-002000,2024-08-15,SITE-0270,CELL-01380,West,3G,94.59,158.53,8.09,1.42,97.04,103.23,5183
KPI-003026,2024-08-15,SITE-0434,CELL-00797,West,5G,98.57,6.67,149.71,0.48,95.16,747.88,8901
KPI-001264,2024-08-15,SITE-0302,CELL-00911,West,4G,98.91,36.58,24.95,1.01,96.55,376.73,8909
KPI-001253,2024-08-15,SITE-0373,CELL-00518,Central,5G,99.76,2.19,337.04,0.03,99.67,837.06,2831
KPI-003722,2024-08-15,SITE-0223,CELL-01423,East,5G,97.78,7.04,139.34,2.02,98.25,91.16,3510
KPI-002977,2024-08-16,SITE-0496,CELL-00016,South,4G,96.28,38.65,122.31,1.19,95.74,159.11,9840
KPI-003671,2024-08-16,SITE-0131,CELL-01365,Central,3G,91.4,151.66,16.99,0.57,95.47,737.93,904
KPI-004014,2024-08-16,SITE-0486,CELL-00171,South,5G,97.36,7.82,298.07,1.17,95.25,829.08,4560
KPI-000543,2024-08-16,SITE-0406,CELL-01299,East,3G,94.82,125.13,15.93,2.86,96.63,188.89,7048
KPI-004830,2024-08-16,SITE-0252,CELL-01006,Central,5G,97.09,4.52,715.64,0.53,96.89,955.09,5251
KPI-004948,2024-08-16,SITE-0442,CELL-01049,South,5G,99.47,3.64,268.47,0.96,97.62,431.21,3824
KPI-004199,2024-08-16,SITE-0233,CELL-00370,Central,5G,99.13,2.08,469.89,1.34,98.89,300.58,6485
KPI-003361,2024-08-16,SITE-0002,CELL-01348,North,3G,96.54,124.11,3.93,0.33,96.39,909.67,4357
KPI-001787,2024-08-16,SITE-0492,CELL-01679,West,5G,97.33,7.64,509.62,0.56,98.34,267.65,8883
KPI-000177,2024-08-16,SITE-0447,CELL-01472,West,4G,97.81,45.79,114.3,1.72,97.46,253.75,1167
KPI-000296,2024-08-16,SITE-0132,CELL-01789,West,3G,96.97,118.28,10.02,0.78,99.32,645.22,4871
KPI-001802,2024-08-16,SITE-0351,CELL-01684,West,3G,91.71,123.74,12.86,1.94,99.76,246.61,7445
